"","title_c","sum_c","score_c"
"1712","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1713","카나와 초나의 독일","독일 유학 생존기","9.89"
"1714","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1715","다 이아리","데이트폭력에 관하여","9.84"
"1716","식인귀","괴물이 보인다","9.77"
"1717","저승파견고용직","기묘한 만화","9.92"
"1718","검은 늑대","검은 늑대","9.87"
"1719","제목이 7080 만화","7080 이야기","9.90"
"1720","하루와 모레","일상 이야기 :)","9.68"
"1721","올어바웃 You","봉카의 외노자인생","9.87"
"1722","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1723","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1724","외국 in 한국","영국인의한국생활","9.87"
"1725","중딩툰","중딩이 그리는 웹툰","9.46"
"1726","파리스의 선택","그리스 신화 회귀물","9.93"
"1727","아옹아옹","두식이 냥육일기","9.92"
"1728","A - STUDENT(모범생)","사악한 본성","9.83"
"1729","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1730","홈 스윗 홈","네식구 사는 이야기","9.85"
"1731","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1732","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1733","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1734","선선한 이야기","프리랜선선","9.68"
"1735","일상견문록","다른나라 일상이야기","9.85"
"1736","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1737","카나와 초나의 독일","독일 유학 생존기","9.89"
"1738","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1739","다 이아리","데이트폭력에 관하여","9.84"
"1740","식인귀","괴물이 보인다","9.77"
"1741","저승파견고용직","기묘한 만화","9.92"
"1742","검은 늑대","검은 늑대","9.87"
"1743","제목이 7080 만화","7080 이야기","9.90"
"1744","하루와 모레","일상 이야기 :)","9.68"
"1745","올어바웃 You","봉카의 외노자인생","9.87"
"1746","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1747","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1748","외국 in 한국","영국인의한국생활","9.87"
"1749","중딩툰","중딩이 그리는 웹툰","9.46"
"1750","파리스의 선택","그리스 신화 회귀물","9.93"
"1751","아옹아옹","두식이 냥육일기","9.92"
"1752","A - STUDENT(모범생)","사악한 본성","9.83"
"1753","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1754","홈 스윗 홈","네식구 사는 이야기","9.85"
"1755","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1756","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1757","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1758","선선한 이야기","프리랜선선","9.68"
"1759","일상견문록","다른나라 일상이야기","9.85"
"1760","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1761","카나와 초나의 독일","독일 유학 생존기","9.89"
"1762","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1763","다 이아리","데이트폭력에 관하여","9.84"
"1764","식인귀","괴물이 보인다","9.77"
"1765","저승파견고용직","기묘한 만화","9.92"
"1766","검은 늑대","검은 늑대","9.87"
"1767","제목이 7080 만화","7080 이야기","9.90"
"1768","하루와 모레","일상 이야기 :)","9.68"
"1769","올어바웃 You","봉카의 외노자인생","9.87"
"1770","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1771","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1772","외국 in 한국","영국인의한국생활","9.87"
"1773","중딩툰","중딩이 그리는 웹툰","9.46"
"1774","파리스의 선택","그리스 신화 회귀물","9.93"
"1775","아옹아옹","두식이 냥육일기","9.92"
"1776","A - STUDENT(모범생)","사악한 본성","9.83"
"1777","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1778","홈 스윗 홈","네식구 사는 이야기","9.85"
"1779","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1780","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1781","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1782","선선한 이야기","프리랜선선","9.68"
"1783","일상견문록","다른나라 일상이야기","9.85"
"1784","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1785","카나와 초나의 독일","독일 유학 생존기","9.89"
"1786","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1787","다 이아리","데이트폭력에 관하여","9.84"
"1788","식인귀","괴물이 보인다","9.77"
"1789","저승파견고용직","기묘한 만화","9.92"
"1790","검은 늑대","검은 늑대","9.87"
"1791","제목이 7080 만화","7080 이야기","9.90"
"1792","하루와 모레","일상 이야기 :)","9.68"
"1793","올어바웃 You","봉카의 외노자인생","9.87"
"1794","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1795","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1796","외국 in 한국","영국인의한국생활","9.87"
"1797","중딩툰","중딩이 그리는 웹툰","9.46"
"1798","파리스의 선택","그리스 신화 회귀물","9.93"
"1799","아옹아옹","두식이 냥육일기","9.92"
"1800","A - STUDENT(모범생)","사악한 본성","9.83"
"1801","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1802","홈 스윗 홈","네식구 사는 이야기","9.85"
"1803","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1804","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1805","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1806","선선한 이야기","프리랜선선","9.68"
"1807","일상견문록","다른나라 일상이야기","9.85"
"1808","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1809","카나와 초나의 독일","독일 유학 생존기","9.89"
"1810","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1811","다 이아리","데이트폭력에 관하여","9.84"
"1812","식인귀","괴물이 보인다","9.77"
"1813","저승파견고용직","기묘한 만화","9.92"
"1814","검은 늑대","검은 늑대","9.87"
"1815","제목이 7080 만화","7080 이야기","9.90"
"1816","하루와 모레","일상 이야기 :)","9.68"
"1817","올어바웃 You","봉카의 외노자인생","9.87"
"1818","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1819","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1820","외국 in 한국","영국인의한국생활","9.87"
"1821","중딩툰","중딩이 그리는 웹툰","9.46"
"1822","파리스의 선택","그리스 신화 회귀물","9.93"
"1823","아옹아옹","두식이 냥육일기","9.92"
"1824","A - STUDENT(모범생)","사악한 본성","9.83"
"1825","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1826","홈 스윗 홈","네식구 사는 이야기","9.85"
"1827","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1828","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1829","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1830","선선한 이야기","프리랜선선","9.68"
"1831","일상견문록","다른나라 일상이야기","9.85"
"1832","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1833","카나와 초나의 독일","독일 유학 생존기","9.89"
"1834","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1835","다 이아리","데이트폭력에 관하여","9.84"
"1836","식인귀","괴물이 보인다","9.77"
"1837","저승파견고용직","기묘한 만화","9.92"
"1838","검은 늑대","검은 늑대","9.87"
"1839","제목이 7080 만화","7080 이야기","9.90"
"1840","하루와 모레","일상 이야기 :)","9.68"
"1841","올어바웃 You","봉카의 외노자인생","9.87"
"1842","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1843","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1844","외국 in 한국","영국인의한국생활","9.87"
"1845","중딩툰","중딩이 그리는 웹툰","9.46"
"1846","파리스의 선택","그리스 신화 회귀물","9.93"
"1847","아옹아옹","두식이 냥육일기","9.92"
"1848","A - STUDENT(모범생)","사악한 본성","9.83"
"1849","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1850","홈 스윗 홈","네식구 사는 이야기","9.85"
"1851","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1852","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1853","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1854","선선한 이야기","프리랜선선","9.68"
"1855","일상견문록","다른나라 일상이야기","9.85"
"1856","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1857","카나와 초나의 독일","독일 유학 생존기","9.89"
"1858","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1859","다 이아리","데이트폭력에 관하여","9.84"
"1860","식인귀","괴물이 보인다","9.77"
"1861","저승파견고용직","기묘한 만화","9.92"
"1862","검은 늑대","검은 늑대","9.87"
"1863","제목이 7080 만화","7080 이야기","9.90"
"1864","하루와 모레","일상 이야기 :)","9.68"
"1865","올어바웃 You","봉카의 외노자인생","9.87"
"1866","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1867","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1868","외국 in 한국","영국인의한국생활","9.87"
"1869","중딩툰","중딩이 그리는 웹툰","9.46"
"1870","파리스의 선택","그리스 신화 회귀물","9.93"
"1871","아옹아옹","두식이 냥육일기","9.92"
"1872","A - STUDENT(모범생)","사악한 본성","9.83"
"1873","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1874","홈 스윗 홈","네식구 사는 이야기","9.85"
"1875","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1876","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1877","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1878","선선한 이야기","프리랜선선","9.68"
"1879","일상견문록","다른나라 일상이야기","9.85"
"1880","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1881","카나와 초나의 독일","독일 유학 생존기","9.89"
"1882","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1883","다 이아리","데이트폭력에 관하여","9.84"
"1884","식인귀","괴물이 보인다","9.77"
"1885","저승파견고용직","기묘한 만화","9.92"
"1886","검은 늑대","검은 늑대","9.87"
"1887","제목이 7080 만화","7080 이야기","9.90"
"1888","하루와 모레","일상 이야기 :)","9.68"
"1889","올어바웃 You","봉카의 외노자인생","9.87"
"1890","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1891","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1892","외국 in 한국","영국인의한국생활","9.87"
"1893","중딩툰","중딩이 그리는 웹툰","9.46"
"1894","파리스의 선택","그리스 신화 회귀물","9.93"
"1895","아옹아옹","두식이 냥육일기","9.92"
"1896","A - STUDENT(모범생)","사악한 본성","9.83"
"1897","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1898","홈 스윗 홈","네식구 사는 이야기","9.85"
"1899","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1900","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1901","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1902","선선한 이야기","프리랜선선","9.68"
"1903","일상견문록","다른나라 일상이야기","9.85"
"1904","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1905","카나와 초나의 독일","독일 유학 생존기","9.89"
"1906","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1907","다 이아리","데이트폭력에 관하여","9.84"
"1908","식인귀","괴물이 보인다","9.77"
"1909","저승파견고용직","기묘한 만화","9.92"
"1910","검은 늑대","검은 늑대","9.87"
"1911","제목이 7080 만화","7080 이야기","9.90"
"1912","하루와 모레","일상 이야기 :)","9.68"
"1913","올어바웃 You","봉카의 외노자인생","9.87"
"1914","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1915","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1916","외국 in 한국","영국인의한국생활","9.87"
"1917","중딩툰","중딩이 그리는 웹툰","9.46"
"1918","파리스의 선택","그리스 신화 회귀물","9.93"
"1919","아옹아옹","두식이 냥육일기","9.92"
"1920","A - STUDENT(모범생)","사악한 본성","9.83"
"1921","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1922","홈 스윗 홈","네식구 사는 이야기","9.85"
"1923","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1924","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1925","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1926","선선한 이야기","프리랜선선","9.68"
"1927","일상견문록","다른나라 일상이야기","9.85"
"1928","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1929","카나와 초나의 독일","독일 유학 생존기","9.89"
"1930","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1931","다 이아리","데이트폭력에 관하여","9.84"
"1932","식인귀","괴물이 보인다","9.77"
"1933","저승파견고용직","기묘한 만화","9.92"
"1934","검은 늑대","검은 늑대","9.87"
"1935","제목이 7080 만화","7080 이야기","9.90"
"1936","하루와 모레","일상 이야기 :)","9.68"
"1937","올어바웃 You","봉카의 외노자인생","9.87"
"1938","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1939","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1940","외국 in 한국","영국인의한국생활","9.87"
"1941","중딩툰","중딩이 그리는 웹툰","9.46"
"1942","파리스의 선택","그리스 신화 회귀물","9.93"
"1943","아옹아옹","두식이 냥육일기","9.92"
"1944","A - STUDENT(모범생)","사악한 본성","9.83"
"1945","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1946","홈 스윗 홈","네식구 사는 이야기","9.85"
"1947","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1948","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1949","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1950","선선한 이야기","프리랜선선","9.68"
"1951","일상견문록","다른나라 일상이야기","9.85"
"1952","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1953","카나와 초나의 독일","독일 유학 생존기","9.89"
"1954","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1955","다 이아리","데이트폭력에 관하여","9.84"
"1956","식인귀","괴물이 보인다","9.77"
"1957","저승파견고용직","기묘한 만화","9.92"
"1958","검은 늑대","검은 늑대","9.87"
"1959","제목이 7080 만화","7080 이야기","9.90"
"1960","하루와 모레","일상 이야기 :)","9.68"
"1961","올어바웃 You","봉카의 외노자인생","9.87"
"1962","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1963","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1964","외국 in 한국","영국인의한국생활","9.87"
"1965","중딩툰","중딩이 그리는 웹툰","9.46"
"1966","파리스의 선택","그리스 신화 회귀물","9.93"
"1967","아옹아옹","두식이 냥육일기","9.92"
"1968","A - STUDENT(모범생)","사악한 본성","9.83"
"1969","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1970","홈 스윗 홈","네식구 사는 이야기","9.85"
"1971","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1972","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1973","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1974","선선한 이야기","프리랜선선","9.68"
"1975","일상견문록","다른나라 일상이야기","9.85"
"1976","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"1977","카나와 초나의 독일","독일 유학 생존기","9.89"
"1978","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"1979","다 이아리","데이트폭력에 관하여","9.84"
"1980","식인귀","괴물이 보인다","9.77"
"1981","저승파견고용직","기묘한 만화","9.92"
"1982","검은 늑대","검은 늑대","9.87"
"1983","제목이 7080 만화","7080 이야기","9.90"
"1984","하루와 모레","일상 이야기 :)","9.68"
"1985","올어바웃 You","봉카의 외노자인생","9.87"
"1986","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"1987","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"1988","외국 in 한국","영국인의한국생활","9.87"
"1989","중딩툰","중딩이 그리는 웹툰","9.46"
"1990","파리스의 선택","그리스 신화 회귀물","9.93"
"1991","아옹아옹","두식이 냥육일기","9.92"
"1992","A - STUDENT(모범생)","사악한 본성","9.83"
"1993","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"1994","홈 스윗 홈","네식구 사는 이야기","9.85"
"1995","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"1996","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"1997","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"1998","선선한 이야기","프리랜선선","9.68"
"1999","일상견문록","다른나라 일상이야기","9.85"
"2000","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2001","카나와 초나의 독일","독일 유학 생존기","9.89"
"2002","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2003","다 이아리","데이트폭력에 관하여","9.84"
"2004","식인귀","괴물이 보인다","9.77"
"2005","저승파견고용직","기묘한 만화","9.92"
"2006","검은 늑대","검은 늑대","9.87"
"2007","제목이 7080 만화","7080 이야기","9.90"
"2008","하루와 모레","일상 이야기 :)","9.68"
"2009","올어바웃 You","봉카의 외노자인생","9.87"
"2010","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2011","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2012","외국 in 한국","영국인의한국생활","9.87"
"2013","중딩툰","중딩이 그리는 웹툰","9.46"
"2014","파리스의 선택","그리스 신화 회귀물","9.93"
"2015","아옹아옹","두식이 냥육일기","9.92"
"2016","A - STUDENT(모범생)","사악한 본성","9.83"
"2017","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2018","홈 스윗 홈","네식구 사는 이야기","9.85"
"2019","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2020","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2021","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2022","선선한 이야기","프리랜선선","9.68"
"2023","일상견문록","다른나라 일상이야기","9.85"
"2024","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2025","카나와 초나의 독일","독일 유학 생존기","9.89"
"2026","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2027","다 이아리","데이트폭력에 관하여","9.84"
"2028","식인귀","괴물이 보인다","9.77"
"2029","저승파견고용직","기묘한 만화","9.92"
"2030","검은 늑대","검은 늑대","9.87"
"2031","제목이 7080 만화","7080 이야기","9.90"
"2032","하루와 모레","일상 이야기 :)","9.68"
"2033","올어바웃 You","봉카의 외노자인생","9.87"
"2034","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2035","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2036","외국 in 한국","영국인의한국생활","9.87"
"2037","중딩툰","중딩이 그리는 웹툰","9.46"
"2038","파리스의 선택","그리스 신화 회귀물","9.93"
"2039","아옹아옹","두식이 냥육일기","9.92"
"2040","A - STUDENT(모범생)","사악한 본성","9.83"
"2041","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2042","홈 스윗 홈","네식구 사는 이야기","9.85"
"2043","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2044","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2045","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2046","선선한 이야기","프리랜선선","9.68"
"2047","일상견문록","다른나라 일상이야기","9.85"
"2048","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2049","카나와 초나의 독일","독일 유학 생존기","9.89"
"2050","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2051","다 이아리","데이트폭력에 관하여","9.84"
"2052","식인귀","괴물이 보인다","9.77"
"2053","저승파견고용직","기묘한 만화","9.92"
"2054","검은 늑대","검은 늑대","9.87"
"2055","제목이 7080 만화","7080 이야기","9.90"
"2056","하루와 모레","일상 이야기 :)","9.68"
"2057","올어바웃 You","봉카의 외노자인생","9.87"
"2058","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2059","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2060","외국 in 한국","영국인의한국생활","9.87"
"2061","중딩툰","중딩이 그리는 웹툰","9.46"
"2062","파리스의 선택","그리스 신화 회귀물","9.93"
"2063","아옹아옹","두식이 냥육일기","9.92"
"2064","A - STUDENT(모범생)","사악한 본성","9.83"
"2065","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2066","홈 스윗 홈","네식구 사는 이야기","9.85"
"2067","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2068","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2069","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2070","선선한 이야기","프리랜선선","9.68"
"2071","일상견문록","다른나라 일상이야기","9.85"
"2072","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2073","카나와 초나의 독일","독일 유학 생존기","9.89"
"2074","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2075","다 이아리","데이트폭력에 관하여","9.84"
"2076","식인귀","괴물이 보인다","9.77"
"2077","저승파견고용직","기묘한 만화","9.92"
"2078","검은 늑대","검은 늑대","9.87"
"2079","제목이 7080 만화","7080 이야기","9.90"
"2080","하루와 모레","일상 이야기 :)","9.68"
"2081","올어바웃 You","봉카의 외노자인생","9.87"
"2082","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2083","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2084","외국 in 한국","영국인의한국생활","9.87"
"2085","중딩툰","중딩이 그리는 웹툰","9.46"
"2086","파리스의 선택","그리스 신화 회귀물","9.93"
"2087","아옹아옹","두식이 냥육일기","9.92"
"2088","A - STUDENT(모범생)","사악한 본성","9.83"
"2089","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2090","홈 스윗 홈","네식구 사는 이야기","9.85"
"2091","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2092","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2093","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2094","선선한 이야기","프리랜선선","9.68"
"2095","일상견문록","다른나라 일상이야기","9.85"
"2096","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2097","카나와 초나의 독일","독일 유학 생존기","9.89"
"2098","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2099","다 이아리","데이트폭력에 관하여","9.84"
"2100","식인귀","괴물이 보인다","9.77"
"2101","저승파견고용직","기묘한 만화","9.92"
"2102","검은 늑대","검은 늑대","9.87"
"2103","제목이 7080 만화","7080 이야기","9.90"
"2104","하루와 모레","일상 이야기 :)","9.68"
"2105","올어바웃 You","봉카의 외노자인생","9.87"
"2106","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2107","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2108","외국 in 한국","영국인의한국생활","9.87"
"2109","중딩툰","중딩이 그리는 웹툰","9.46"
"2110","파리스의 선택","그리스 신화 회귀물","9.93"
"2111","아옹아옹","두식이 냥육일기","9.92"
"2112","A - STUDENT(모범생)","사악한 본성","9.83"
"2113","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2114","홈 스윗 홈","네식구 사는 이야기","9.85"
"2115","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
"2116","헛어른","어른이라고 하기엔 아직 부족한 것 같고, 마냥 젊다고 하기엔 어느덧 적지 않은 나이. 그래서 때론 당황스럽기도 하고 서툴기도 한 우리들. ‘헛어른’은 그런 우리들의 이야기입니다.","9.85"
"2117","웰캄 투 실버라이프","할머니! 할아버지!","9.94"
"2118","선선한 이야기","프리랜선선","9.68"
"2119","일상견문록","다른나라 일상이야기","9.85"
"2120","아빠는 여섯 살","아빠 4컷 그림일기","9.94"
"2121","카나와 초나의 독일","독일 유학 생존기","9.89"
"2122","광해와 이순신","전쟁을 이긴 영웅들","9.60"
"2123","다 이아리","데이트폭력에 관하여","9.84"
"2124","식인귀","괴물이 보인다","9.77"
"2125","저승파견고용직","기묘한 만화","9.92"
"2126","검은 늑대","검은 늑대","9.87"
"2127","제목이 7080 만화","7080 이야기","9.90"
"2128","하루와 모레","일상 이야기 :)","9.68"
"2129","올어바웃 You","봉카의 외노자인생","9.87"
"2130","오픈했어요 <매직컬 마카롱>","마카롱가게에서~","9.91"
"2131","나도 옷 잘 입고 싶다","패고의 패션만화","9.92"
"2132","외국 in 한국","영국인의한국생활","9.87"
"2133","중딩툰","중딩이 그리는 웹툰","9.46"
"2134","파리스의 선택","그리스 신화 회귀물","9.93"
"2135","아옹아옹","두식이 냥육일기","9.92"
"2136","A - STUDENT(모범생)","사악한 본성","9.83"
"2137","이브의 꿈속친구","꿈에서 만난 친구","9.77"
"2138","홈 스윗 홈","네식구 사는 이야기","9.85"
"2139","제 소원을 들어주세요!","중요한걸 잊고있었어","9.86"
